NAMC_CODE,NAMC_term,NAMC _term_diacritical,Matched_IndexTerm,short_definition,long_definition,TM2 Code,Similarity_Score
EK-3.17,SARVASARA-SOTHAH,sarvasara-śōthaḥ,(a) sarvasara-śōthaḥ (b) Cōkai (c) Istisqā’ Laḥmī,systemic oedema , ,SP91,90.0
EK-4,UDARA/UDARAROGAH,udara/udararōgaḥ,(a) sannipātōdaraḥ-udararogaḥ,ascites ,"the disorder is characterized by aṁgasadanam [exhaustion or tirednes to body /inability to perform physical activities], kukṣērādhmānaṁ/ ādhmānaṁ [distension of abdomen], gamanē'aśaktiḥ [inability to walk], tandrā [drowsiness/lassitude], dāhaḥ [burning sensation], durbalāgnitā [diminution of agni], purīṣa saṅgaḥ [sluggish passage of faeces], daurbalyam [weakness], vātasaṅgaḥ [retention of vAyu/flatus], śōthaḥ [oedema], āṭōpa [gurgling sound of the intestines/barborygmus], pādaśōphaḥ/śūna pādaḥ [pedal oedema], karaśōphaḥ/ śūna karaḥ [oedema in hands], mandāgniḥ [diminution of agni], ślakṣaṇa gaṇḍatva [shiny and glossy cheeks], śuṣkatāluḥ [dryness of palate], śuṣkōṣṭhaḥ [dryness of lips], naṣṭacēṣṭā [inability to do physical work], naṣṭabala [loss of strength], naṣṭa āhāraḥ [inability to take/digest food], kr̥śā [emaciated/thin /malnourished], pradhmāta kukṣi [swollen abdomen], puruṣā prētarūpaḥ bhavantiḥ [person appear like dead body], gamanē'aśaktiḥ [inability to walk] ",SM32,73.125
EK-4.2,VATAJA-UDARAROGAH,vātaja-udararōgaḥ,(a) vātaja-udararogaḥ,udararōga due to vāta ,"the disorder is characterized by kūkṣiśvayathu [oedema in abdomen], pāṇi śvayathu [oedema in hands], pādaḥ śvayathu [oedema in legs], udara vipāṭanaṁ [cracking of abdominal skin], aniyata vr̥ddhi hrāsaḥ udaraḥ [fluctuating abdominal oedema], kūkṣiśūlaḥ/kūkṣi ruk [pain in abdomen], pārśva śūlaḥ/ pārśva ruk [pain in sides of chest/flanks], udāvarta [upward movement of vāta], aṁgamardḥ [generalized bodyache], parvabhēdḥ [breaking type of pain in small joints], śuṣka kāsaḥ [dry cough], kārśya [emaciation], daurbalyam [weakness], arōcakaḥ [tastelessness], avipākaḥ [indigestion], adhōgurutva [heaviness in lower abdomen], vāta saṅgaḥ [supression of flatus], mūtra saṅgaḥ [obstruction to elimination of urine], purīṣa saṅgaḥ/mala saṅgraha [retention of feces/constipation], śyāva nakha [blackish nails], śyāva nayana [blackish eyes], śyāva vadanaḥ [blackish face], śyāva mūtra [blackish urine], śyāva tvaka [blackish skin], śyāva varcaḥ [blackish feces], arūṇa nakha [slightly reddish nails], arūṇa nayana [slightly reddish eyes], arūṇa vadanaḥ [slightly reddish face], arūṇa mūtra [slightly reddish urine], arūṇa tvaka [slightly reddish skin], arūṇa varcaḥ [slightly reddish feces], tanu rājī sirā saṁtata udarē [thin veins spread across the abdomen], asita rājī sirā saṁtataṁ udarē [blackish veins spread across the abdomen], āhataḥ ādhmāta dr̥tivat śabdaḥ/āhataḥ ādhmāta bastivata śabdaḥ [on percussion makes a sound like distended leather bag], vāyuḥ ūrdhva saśūla carati [upward movement of vayu with pain], vāyuḥ adhaḥ saśūla carati [downward movement of vayu with pain], vāyuḥ tiryaka saśūla carati [random movement of vAyu with pain], vāyuḥ ūrdhva saśabdaḥ carati [upward movement of vayu with sound], vāyuḥ adhaḥ saśabdaḥ carati [downward movement of vayu with sound], vāyuḥ tiryaka saśabdaḥ carati [random movement of vAyu with sound], muṣka śōphaḥ [scrotal oedema], udara ruk [pain in abdomen], kaṭī ruk [low backpain], pr̥ṣṭha ruk [backpain], udara tōda [pricking type of pain in abdomen], udara bhēda [breaking type of pain in abdomen], pārśva saṁgr̥hya [in side of chests/flanks], udara saṁgr̥hya [in abdomen], pr̥ṣṭha saṁgr̥hya [in back], nābhi saṁgr̥hya [in umbilical region], udaraṁ vr̥̄ddhēḥ kr̥̄ṣṇa sirā avannaddhaṁ [blackish veins spread on distended abdomen], vāyuḥ saruk śabdaḥ vicarēt sarvatō gatiḥ [painful and with sound motion of vāyu in abdomen] ",SM32,84.21052631578947
EK-4.3,PITTAJA-UDARAROGAH,pittaja-udararōgaḥ,(a) pittaja-udararogaḥ,udararōga due to pitta ,"the disorder is characterized by dāhaḥ [burning sensation], jvaraḥ [fever], tr̥ṣṇā [thirst], mūrcchā [syncope/attacks of swooning], atisāra [diarrhoea], bhramaḥ [giddiness or dizziness], kaṭukāsyatvam [pungent taste in mouth], harita nakha [greenish colouration of nails], harita nayana [greenish eyes], harita vadanaḥ [greenish discolouration of face], harita mūtra [greenish colouration of urine], harita tvaka [greenish discolouration of skin], harita varcaḥ [greenish discolouration of faeces], hāridra nakha [yellowish discoloration of nails], hāridra nayana [yellowish discoloration of eyes], hāridra vadanaḥ [yellowish discoloration of face], hāridra mūtra [yellowish discoloration of urine], hāridra tvaka [yellowish discoloration of skin], hāridra varcaḥ [yellowish discoloration of faeces], udaraṁ nīla sirāऽvanaddhaṁ [bluish veins spread on abdomen], udaraṁ pīta sirāऽvanaddhaṁ [yellowish veins spread on abdomen], udaraṁ hāridra sirāऽvanaddhaṁ [turmeric coloured veins spread on abdomen], udaraṁ harita sirāऽvanaddhaṁ [greenish veins spread on abdomen], udaraṁ tāmra sirāऽvanaddhaṁ [coppery coloured veins spread on abdomen], udarṁ dahyatē [burning sensation over abdomen], udarṁ dhūpyatē [smoky sensation in abdomen], udarṁ dūyatē [pain in abdomen], udarṁ ūṣmāyatē [burning sensation in abdomen], udarṁ sviddyatē [feels like fomentation of abdomen], udarṁ kliddyatē [wetness of abdomen], mr̥du sparśa [soft touch], kṣipra pākaṁ [quickly leading to jalōdara (ascites)], cōṣayuktam [sucking type of pain], tr̥ṣṇāyuktam [associated with thirst], jvarayuktam [associated with fever], dāhayuktam [associated with burning sensation], acira abhivr̥ddhi [quick increasing in size], kaṭūkāsyatā [pungent taste in mouth] ",SM32,85.0
EK-4.4,KAPAJA-UDARAROGAH,kaphaja-udararōgaḥ,(a) kaphaja-udararogaḥ,udararōga due to kapha ,"the disorder is characterized by supti/svāpaḥ [numbness], gaurava [heaviness], arōcakaḥ [tastelessness], avipāka [indigestion], aṁgamardaḥ [generalized bodyache], pāṇiḥ śōpha [odema/swelling in hands], pādaḥ śōpha [odema/swelling in legs], muṣka śōpha [scrotal oedema], ūrū śōpha [swelling in thighs], utklēśaḥ [nausea/provocation of dōṣa], nidrā [sleep], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], śukla nakha [white discoloration of nails], śukla nayana [white discoloration of eyes], śukla vadanaḥ [white discoloration of body], śukla mūtra [white discoloration of urine], śukla tvaka [white discoloration of skin], śukla varcaḥ [white discoloration of faeces], śukla rājīsirāsaṁtataṁ [whitish coloured veins spread across the abdomen], śītalōdaraḥ/ śīta sparśana c udarē [abdominal area will be cold to tough], gura udaraḥ [heaviness of abdomen], sthira udaraḥ [steady swelling], snigdha udaraḥ [unctuous in nature], mahat śōphayutaḥ [huge swelling], sasādaḥ/aṁṅga sadanṁ [with body pain], cirābhivr̥ddhi [increases over a long period of time], śvayathu [generalized odema], stimita udaraḥ [feel as if wrapped with wet cloth], ślakṣṇ udaraḥ [smooth on touch], mahata udaraḥ [huge swelling], kaṭhina udaraḥ [hard swelling] ",SM32,85.0
EK-4.5,SANNIPATAJA-UDARAROGAH,sānnipātaja-udararōgaḥ,(a) sannipātōdaraḥ-udararogaḥ,udararōga due to three dōṣa ,"the disorder is characterized by sarvē varṇaḥ nakhaḥ [nails of all colours], sarvē varṇaḥ nayanaḥ [eyes of all colours], sarvē varṇaḥ vadanaḥ [all colours appear on face], sarvē varṇaḥ mūtraḥ [urine of all colours], sarvē varṇaḥ tvakaḥ [skin of all colours], sarvē varṇaḥ varcaḥ [feces of all colours], nānāvarṇa rājī saṁtataṁ [linings spread on abdomen of different colours], nānāvarṇa sirā saṁtataṁ [veins spread on abdomen of different colours], śītaṁ vātāऽdhikē dinē kupyati [aggravation of featurs on cold and windy days], abhra samudbhavēṣu viśēṣataḥ kupyati [aggravation of featurs on cloudy days], dahyatē [burning sensation], prasakta mōha/ samprasakta mūrcchā [constant syncope/fainting], pāṇḍu [pallor/pale], kr̥śaḥ [emaciated/thin /malnourished], tr̥ṣṇayā śuṣyati [dry due to thirst], ghōraṁ [severe form of disease], sudāruṇam [dreadful], śīghra pākam [quickly leading to jalodara/ascites] ",SM32,74.50980392156863
EK-4.6,YAKRUDDALYUDARAH,yakr̥ddālyudaraḥ,(a) yakṛddālyudaraḥ (b) Vaḷi Kallīral Nōy (c) ‘Iẓam al-Kabid,hepatomegaly ,"the disorder is characterized by plīhavat dkṣiṇātpārśvāt kuryāt yakr̥dpi cyutam [liver enlargement in right flank as speen in left], ādau yakr̥ta kaṭhinaḥ ( aṣṭhīlaiva) [initially liver hard as aśṭhīlā (iron ball)], vardhamānaḥ kacchpa sṁsthānaḥ (sparśaupalabhya) [when increased, it resembles elevated tortoise back on palpation], upēkṣitaḥ kramēṇa kukṣiṁ jaṭharamagnyadhiṣṭhānam ca parikṣipan udaraṁ abhinivartayati [when left untreated, spreads towards pancreas and stomach], daurbalyam [weakness], arōcakaḥ [tastelessness], avipāka [indigestion], varca grahaḥ [supression of faeces], mūtra grahaḥ [supression of urine], tamaḥ pravēśa [feels as entering into darkness], pipāsā [thirst], aṁgamardḥ [generalized bodyache], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], aṁgasāda [exhaustion or tirednes to body /inability to perform physical activities], kāsaḥ [cough], śvāsa [breathlessness/difficult breathing], mr̥du jvara/ jvara [mild fever], ānāhaḥ [barborygmus with distention], agnināśaḥ [loss of agni (digestive power)], kārśya [emaciation], āsyavairasya [distaste of mouth], parvabhēda [breaking type of pain in small joints], kōṣṭhavāta [abdomen filled with vāyu], śūlaḥ/udara ruk [colicky pain in the abdomen], aruṇa varṇa udaraḥ [reddening of the abdomen], vivarṇa udaraḥ [discoloration], nīla rājīmat udaraḥ [abdomen spread by bluish striae], harita rājīmat udaraḥ [abdomen spread by greenish striae], hāridra rājīmat udaraḥ [abdomen spread by yellowish striae], dakṣiṇa pārśva āśritaḥ/dakṣiṇē ca parśvē parivr̥ddhiḥ [(liver) enlargment in right flank], sthānāt pravardhatē [growing out from its site], aruṇābha udaraṁ [reddening of the abdomen], ādhmānaṁ [abdominal distension], pāṇḍu/atipāṇḍū [pallor/severe pallor], vidāhaḥ [indigestion], mōhaḥ [confusion/delirium], kṣīṇa balaḥ [diminished strength] ",SM42,78.75
EK-4.7,BADDHAGUDODARAH,baddhagudōdaraḥ,(a) baddhagudodaraḥ,udararOa due to obstructed bowels ,"the disorder is characterized by tr̥ṣṇā [thirst], dāhaḥ [burning sensation], jvaraḥ [fever], mukha śōṣaḥ [dryness of mouth], tālu śōṣaḥ [dryness of palate], ūrū sādḥ [fatigue in thighs], kāsaḥ [cough], śvāsa [breathlessness/difficult breathing], daurbalyam [weakness], arōcakaḥ [tastelessness], avipāka [indigestion], varcō saṅgaḥ [supression of feces], mūtra saṅgaḥ [obstruction to elimination of urine], ādhmānṁ [abdominal distension], chardiḥ [vomiting], kṣavathuḥ [sneezing], śiraḥśūlḥ [headache], hr̥tśūlḥ [precordial pain/cardiac pain], nābhi śūlḥ [pain in the umbilical region], guda śūlḥ [anal pain], mūḍhavāta [obstructed flatus], udaraṁ sthiram [rigid abdomen], aruṇōdaraṁ [reddening of abdomen], nīlarāji avanaddham [abdomen spread by bluish striae], nīlasirā avanaddham [abdomen spread by bluish veins], arāji vā [no striae], nābhērupari gōpucch ākr̥tiḥ [cow tail protrusion of umbilicus], niruddhyatē gudē purīṣaṁ (kramēṇa) [impacted stools in rectum/anus], nirēti purīṣaṁ gudē kr̥cchrāt alpālpam [passes scanty feces with difficulty], hr̥nnābhi madhyē parivr̥ddhiḥ [increased abdominal swelling between heart and umbilicus i.e. epigastric region], udaraṁ viṭ samagandhikam [fecal odour of abdomen] ",SM32,82.35294117647058
EK-4.8,CIDRODARAH/KSHATODARAM,chidrōdaraḥ/kṣatōdaram,"(a) chidrodaraḥ, (a) kṣatodaram",perforative-udara /traumati udara ,"the disorder is characterized by adhōnābhyaḥ prāyō abhivardhamānṁ/ nābhēra adhaḥ vr̥ddhi [increased abdominal swelling below umbilicus], lōhita varca upavēśatē [passing of blackish stools], nīla varca upavēśatē [passing of bluish stools], pīta varca upavēśatē [passing of yellowish stools], picchila varca upavēśatē [passing of slimy stools], kuṇapagandha varca upavēśatē [passing of stools having smell of dead body], āma varca upavēśatē [passing of unformed /stools with ama], hikkā [hiccup], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], tr̥ṣṇā [thirst], pramēha [excessive urination], arōcakaḥ [tastelessness], avipāka [indigestion], daurbalyam [weakness], salila prakāśa srāvaḥ sravēta gudāt [watery discharge from anus], atīva nistōdaḥ [severe needling type of pain], vidāhaḥ [indigestion], alpālpaṁ saviḍrasaḥ tulya srāvaḥ gudēna bahiḥsravēta [frequent scanty stool coloured discharge from anus], bhramaḥ [giddiness or dizziness], dālanam [tearing] ",SM32,73.6734693877551
EK-4.9,JALODARAH,jalōdaraḥ,"(a) udararogaḥ, (a) jalodaraḥ",ascites ,"the disorder is characterized by anannakāṅkṣā [disinclination for food], pipāsā [thirst], guda srāvā [per rectal discharge], śūla [colicky pain], śvāsa [breathlessness/difficult breathing], kāsaḥ [cough], daurbalyam [weakness], nānāvarṇasirā santatōdaraḥ [abdomen spread by veins of various colours], nānāvarṇa rājī saṁtatōdaraḥ [abdomen spread by striae of various colours], udakōpūrṇa dr̥ti saṁkṣōbhaḥ / kampatē dr̥tivatakṣubhyatē [vibrates just as a leather bag containing water], udakōpūrṇa dr̥ti saṁsparśaḥ [fluctuates just as a leather bag containing water], saṁparivr̥tta nābhiḥ [everted umblicus], snigdha udaraḥ [unctuous in nature], mahat udaraḥ [big abdomen], bhr̥śōnnata udaram [severe elevated abdomen], udaraṁ pūrṇaṁ iva ambunāṁ c [as if full of water], kampatē dr̥tivata [fluctuates just as a leather bag containing water], kṣōbhatē dr̥tivat [vibrates just as a leather bag containing water], śabdāyatē dr̥tivata [produces sounds just as a leather bag containing water], tr̥ṣṇā [thirst] ",SM32,80.0
EK-4.10,AJATODAKAH,ajātōdakaḥ,(a) ajātodakaḥ,non-appearance of water in abdominal enlargement ,"the disorder is characterized by aruṇa śōphaḥ [slightly reddish swelling], udaraṁ nātibhārikam [abdomen not heavy], sirājālaiḥ gavākṣitam [covered with network of vessels], sadā guḍaguḍāyatē [constant intestinal sounds], nābhiḥ viṣṭabhyaḥ [stiffness/steady umbilicus], pāyō tu vēgaṁ kr̥tvā praṇaśyati [forceful passage of feces], hr̥tśūlḥ [precordial pain/cardiac pain], nābhi śūlḥ [pain in the umbilical region], vaṅkṣaṇa śūlḥ [pain in groins], kaṭi śūlḥ [low backpain], karkaśaṁ sr̥jatō [forceful passage of flatus], nāti mandē c pāvakaḥ [no diminution of agni], laulyam [greediness], āsya vairasya [distaste of mouth], alpa mūtratā [less urine output], viṭ saṁhananaṁ/ viṭ baddhatā [compact stools] ",SM32,75.0
EL-1,ARTAVAVAHA-SROTODUSHTIH,ārtavavaha-srōtōduṣṭiḥ,(a) rasavahasrotoduṣṭiḥ,derangement of ārtavavahasrōtas , ,SR50,71.11111111111111
EL-2.5,ACARANA,acaraṇā,(a) prākcaraṇā,colpitis ,"the disorder is characterized by jantavaḥ jātāḥ kurvanti kaṇḍuṁ [itching], atinarakāṅkṣiṇī [excessive desire for sex with men], puruṣāt pūrvamatiricyatē [woman discharges earlier than male] ",SM95,83.07692307692308
EL-2.6,ATYANANDA,atyānandā,nan,Insatiable sexual desire ,the disorder is characterized by na santōṣaṁ grāmyadharmēṇa gacchati [non-satisfaction towards sexual intercourse] ,nan,90.0
EL-2.7,ATICARANA,aticaraṇā,(a) aticaraṇā,vaginitis due to excessive coitus ,"the disorder is characterized by yōniśōpha [swelling of yōni (vagina)], yōnirujā [pain in yōni (vagina)], yōnisupti [numbness], bījaṁ na vindati [woman is not fertile], bahuśōऽtiricyatē [desires longer sexual intercourse] ",SM95,95.0
EL-2.8,ANTARMUKHI,antarmukhī,(a) antarmukhī,cervical retroversion or retroflexion ,"the disorder is characterized by vakrayatyānanaṁ yōnyāḥ/yōnēḥ mukhaṁ srōtasi vakrayēt [distortion of mouth of the uterus], sāऽsthinilārtibhiḥ/asthi tīvrarujā [pain in the bones], sāmāṁsanilārtibhiḥ/māṁsa tīvrarujā [pain in the muscles], bhr̥śārti [excruciating pain], maithunāśaktā [intolerable sexual act] ",SM94,95.0
EL-2.9,ARAJASKA,arajaskā,(a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth,amennorrhea ,"the disorder is characterized by bhr̥śam kārṣya [emaciation], bhr̥śam vaivarṇyaṁ [severe discolouration] ",SM90,90.0
EL-2.10,UDAVARTINI,udāvartinī,(a) udāvartinī (b) Cūtaka Vaḷi (c) ‘Usr al-Tamth,dysmennorrhea with frothy discharge ,"the disorder is characterized by rugārtā [women afflicted with pain], rajaḥ kr̥cchrēṇa vimuñcati [painful menstruation with difficulty], ārtavē sā vimuktē tu tatkṣaṇaṁ labhatē sukham [immediately pain relief after the discharge of menstrual blood], phēnila rajaḥ [frothy menstruation] ",SM96,90.0
EL-2.14,VIPLUTA,viplutā,(a) viplutā (b) Cūlai Yōṉi,vaginismus ,"the disorder is characterized by bandhyā [infertile], naṣṭārtava [absence of menstrual discharge], nityavēdanā [constant pain] ",SM9B,90.0
EL-2.15,KARNINI,karṇinī,(a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,endocervicitis ,"the disorder is characterized by yōni-karṇikā [nodular swelling in genital organs], raktamārgāvarōdha/rajōmārganirōdha [obstruction to passage of menstrual flow], ślēṣmāsr̥ga [unctuous menstrual flow] ",SM91,90.0
EL-2.16,PARIPLUTA,pariplutā,(a) pariplutā (b) Yōṉi tāpitam,acute vaginitis ,"the disorder is characterized by yōniśūna [swelling of yōni (vagina)], yōni sparśākṣamā/sparśāsahā [tenderness], yōni arti [pain], nīla asr̥k srāva [bluish discharge], pīta asr̥k srāva [yellowish discharge], śrōṇi arti/śrōṇi ruk [pelvic pain], vaṁkṣaṇa arti/vaṁkṣaṇa ruk [pain in groins], pr̥ṣṭha arti [back pain], grāmyadharmēṇa rujābhr̥śaṁ/ grāmyadharmēṇa rugbhr̥śaṁ [severe pain during coitus], bastigurutva [heaviness in basti/urinary bladder], kukṣigurutva [heaviness in abdomen], atisāra [diarrhoea], arōcakaḥ [tastelessness], śrōṇi tōda [pricking type of pain in pelvis], vaṁkṣaṇa tōda [pricking type of pain in groins], jvaraḥ [fever] ",SM95,90.0
